,label,Unnamed: 0,message,datetime
434942,2,434942,Mon. 9/24 OPTIONS WATCH: [CALLS  :water_buffalo: ] $AAPL $AMD $CGC $CMCSA $CRON $DIS $FNKO $HULU $JD $JNJ $KO $NBEV $NFLX $NKE $NVDA $TLRY $TSLA  :sign_of_the_horns:  :money-mouth_face: ,2018-09-24T07:05:08Z
434949,1,434949,$SPY $DJIA $XLE $XLK $XLF $AAPL $BABA $BHC $AMD $MU $FB $AMZN $TSLA 200% EPS this Y. 1300% EPS Next Y. PE 1.15 TP: 9 $HK is the ticker.,2018-09-24T04:21:27Z
434970,2,434970,$AAPL $190 is coming FOR SURE!,2018-09-24T02:14:49Z
435062,1,435062,"Looking at the yearly performance, $AAPL did better than 90% of all other stocks. [URL]",2018-09-23T16:59:00Z
435175,2,435175,$AAPL Wow iPhone Xs Max rear glass replacement = $599!,2018-09-22T20:13:33Z
435238,2,435238,$AAPL I’d be afraid if this co. didn’t offer a decent dividend. Good defensive stock for the coming storm. People will still buy.,2018-09-22T14:14:55Z
435273,0,435273,$AAPL don&39;t be surprised if the stock falls below 200,2018-09-22T05:42:00Z
435286,2,435286,$AAPL Was able to walk into an Apple Store today and buy a new iPhone without preordering and without waiting in line. Kinda worried.,2018-09-22T03:37:30Z
435314,2,435314,My friend Bob Sacamano was once a trader  [URL]  $AMD $TLRY $NKE $NVDA $AAPL,2018-09-22T01:25:01Z
435333,2,435333,$SPY $aapl i pretended to be a real trader today and shorted right at the break of the neckline.  nah jk i just had a minute free.,2018-09-21T23:42:23Z
435410,1,435410,"$AAPL Bullish pennant. It will pop at latest October 2nd after another week of consolidation, then it will be up and away",2018-09-21T20:09:55Z
435428,2,435428,$AAPL has an excellent technical rating and also presents a decent setup pattern. [URL],2018-09-21T19:54:00Z
435500,1,435500,$AAPL Typical 3pm shakedown on Opex,2018-09-21T19:07:19Z
435508,2,435508,$AAPL Scoop some cheap calls for oct 5. I buy the fear this time lol,2018-09-21T18:59:06Z
435528,0,435528,"@alexCRV Historically, $AAPL is down in september but up from Oct.",2018-09-21T18:31:30Z
435567,1,435567,$AAPL Quick dip to 217.5 would be nice.,2018-09-21T17:51:08Z
435651,2,435651,$AAPL whoa! I wasn’t expecting to see this given the price action. I think this is getting ready for a massive move up.,2018-09-21T16:20:19Z
435686,2,435686,$AAPL is apple exempt from tariff?,2018-09-21T15:51:03Z
435703,1,435703,$AAPL trading in my 7+ for a XS max.,2018-09-21T15:33:25Z
435729,2,435729,$AAPL I hope this goes sub 50. I&39;m not paying $1000+ for a damn phone. Teach them a lesson on who their fucking.,2018-09-21T15:07:00Z
435802,2,435802,$AAPL uh oh,2018-09-21T14:16:17Z
435804,1,435804,$AAPL Looking exceptionally weak here.,2018-09-21T14:15:04Z
435816,2,435816,$AAPL Where&39;s Buffet.,2018-09-21T14:06:30Z
435898,2,435898,"The Buzz in the Tech Sector: Apple, Amazon, Facebook, Fitbit $AAPL [URL]",2018-09-21T12:53:49Z
435971,2,435971,$AAPL $TSLA $SQ $MU $CRON $CRBP $PYPL $NFLX NO WISER WORDS HAVE EVER BEEN SPOKEN - [URL],2018-09-21T04:06:00Z
435973,2,435973,$AAPL,2018-09-21T03:28:22Z
436032,2,436032,$SPY $AAPL,2018-09-20T23:32:43Z
436080,2,436080,"$AAPL Ugly close, not looking good for tomorrow! Unless Buffet does some pumping tomorrow lol",2018-09-20T20:08:28Z
436164,2,436164,$AAPL better hope 220.50 holds,2018-09-20T17:44:08Z
436176,2,436176,$AAPL come on apple.you should be at 222 now,2018-09-20T17:19:59Z
436283,1,436283,$AAPL still early be careful,2018-09-20T14:56:04Z
436405,1,436405,$SPY jeez they’re gapping $aapl above yesterday’s high,2018-09-20T13:11:56Z
436517,2,436517,$AAPL last two days were tough . should clear up soon .,2018-09-20T03:04:13Z
436544,2,436544,"$AMZN $AAPL Guys, Christmas is coming. No, I mean literally, Christmas is coming!",2018-09-20T00:44:46Z
436545,2,436545,Most Active Options$BAC $AAPL $AMD $BABA $CRON $FB $GE $NFLX $MU $TSLA $FTV $GGB $AMZN $C $JPM $JD $T $MSFT $SQ $BA $WFC $AAPL $FCX,2018-09-20T00:35:38Z
436645,2,436645,Wow. People sold out of $TLRY into $AAPL just now? Why not!,2018-09-19T19:45:19Z
436684,2,436684,$AAPL $EW $ISRG $GRUB $HUBS $WWE $WIX $GDOT $GGDY $MSFT .  $TTD $TWLO $ETSY $SFIX $TDOC . Large sizes,2018-09-19T19:08:28Z
436712,2,436712,@Smartmoneyboy *sprays $AAPL  with water*,2018-09-19T18:08:48Z
436728,2,436728,$BLDP is the new $TSLA. Chart on $GOOGL finance is awesome!  Technology revolution such as $AAPL $AMZN will be followed by Energy revolution,2018-09-19T17:51:56Z
436769,2,436769,$NFLX $AAPL $SQ $AAPL Does anyone understands what is going on? why was the Nasdaq negative 40 and now is recovering while the Down is +200?,2018-09-19T17:01:48Z
436785,2,436785,$AAPL lunch pump or dip  :thinking_face: ,2018-09-19T16:25:53Z
436786,1,436786,$TLRY but they said sell at $240. It wouldn’t go thru. $mu $aapl $bch $etsy $M $msft $qqq $spy,2018-09-19T16:23:43Z
436803,2,436803,$AAPL very likely ending in Green today,2018-09-19T16:07:24Z
436850,1,436850,tIP BOT +1 $AAPL 100 19 OCT 18 230 CALL at 1.73 CBOE,2018-09-19T15:23:16Z
436937,2,436937,$NFLX $AAPL $AMZN $GOOGL,2018-09-19T14:13:34Z
437091,1,437091,"$WATT any reviews about $AAPL RF wireless charging in sites like 9to5mac, Engadget, will give exposure. Stock will jump to $15 in heartbeat",2018-09-19T10:11:43Z
437106,1,437106,$AAPL $AMD will this help us market Tom. Asia is full on green and healthy faaaak,2018-09-19T06:04:48Z
437109,2,437109,$AAPL iPhone chip is the fastest by far: [URL],2018-09-19T05:59:15Z
437146,2,437146,The Big Trend by John Naisbitt said China will be the center of the world by 2050. $JKS $FB $BABA $AMZN $AAPL $AMD $JD $MSFT $GOOGL $NVDA,2018-09-19T01:12:16Z
437179,2,437179,@BlackOp @PerSE @AlexanderHandleton @reez007  @April0505 @luvngspnful @Boyle @Stockcat01 @Frenzy $TGODF  designing $AAPL Store Like For Weed,2018-09-18T23:34:47Z
437254,2,437254,$AMZN $AAPL $DIS $FB $COKE $DFBG $CGC $WEED.CA   Fundamental x Technical AnalysisKnow your basics. :brain:  :backhand_index_pointing_down: [URL],2018-09-18T19:58:28Z
437343,2,437343,Put Protection Cost Analysis To Hedge Downside Risk $TRXC $AAPL $AMZN $VKTX $TSLA $ORCL $ABBV $MSFT $DDD $TLRY $ORCL [URL],2018-09-18T18:24:47Z
437357,1,437357,$AAPL volume is ok but I&39;m too skeptical  :thinking_face:  damn.,2018-09-18T17:56:15Z
437378,1,437378,$BABA $AAPL $AMZN $QQQ $SPY $MU $GOOGL $FB BABA  is  in a strong  :bear: DOWNTREND  :clown_face:  s go get your  $BABA  :eyes:  examined  :bear: ,2018-09-18T17:33:28Z
437425,2,437425,$spy $qqq $amzn $aapl Orange what a dope &quot;well um people like me and I like them&quot; lol Pre-K vocab,2018-09-18T16:52:12Z
437426,1,437426,$AAPL to me the chart shows that ~210 or ~195 are very likely levels next. Still a solid monster stock long term.,2018-09-18T16:51:33Z
437445,1,437445,$AAPL building pressure for a power hour run up. like it,2018-09-18T16:31:09Z
437493,2,437493,$AAPL makes no sense why this did not climb 2%,2018-09-18T15:41:11Z
437507,2,437507,$AAPL TSLA QCOM Spiking this thing is stuck. WTFFFF,2018-09-18T15:27:13Z
437518,2,437518,"$AMZN $AAPL $FB $TWTR $TSLA Nasdaq this is Houston, we are ready for your arrival",2018-09-18T15:14:05Z
437561,2,437561,$AMZN $AAPL $NFLX $GOOG $FB Nice blood bath lolCan you be my broker? LolFool!,2018-09-18T14:35:12Z
437660,1,437660,Trimmed half of $AAPL long into $220. Intraday,2018-09-18T13:41:50Z
437700,1,437700,$AAPL is one of our 20-day forward top picks. We estimate a 75.9% upside probability. Learn more at [URL],2018-09-18T13:15:22Z
437745,2,437745,$AAPL if Apple were to absorb all the impact of a 10% tariff on Phones it would cost them $5.775b. Less than 10% of net income.,2018-09-18T12:14:03Z
437751,2,437751,$AAPL bulls and bears both act like 12 year olds saying I told you so,2018-09-18T12:10:43Z
437785,2,437785,$SPY $AAPL Like I said,2018-09-18T11:20:52Z
437893,2,437893,$AAPL tariffs gonna kill this,2018-09-18T03:42:47Z
437906,2,437906,"$AAPL man, after seeing all these fortune tellers in here predicting lower prices, I guess I’ll hang onto it.  :face_with_tears_of_joy: ",2018-09-18T03:14:55Z
437923,2,437923,$AAPL comon  :folded_hands:  bounce hard Tom. This is bullshit. Apple man Apple how the fak you can drop to. Support level damn faak,2018-09-18T02:43:37Z
437980,2,437980,$AAPL China will likely make an announcement tomorrow whether or not it&39;s elusive it&39;ll leave uncertainty in the market,2018-09-18T01:17:43Z
437995,2,437995,Trump to impose 10% tariffs on $200B of Chinese goods.$SPY $QQQ $DIA $IWM $VIX $VXX $UVXY $TVIX $AAPL $FB Puts at the Ask Blackboxstocks,2018-09-18T01:07:33Z
438171,1,438171,$AAPL $AMD RUN OVER BULLS,2018-09-17T22:51:57Z
438280,2,438280,$AAPL,2018-09-17T20:54:18Z
438505,1,438505,$AAPL just as predicted. bearish today,2018-09-17T19:11:26Z
438508,2,438508,Apple Products To Be Excluded From Latest China Tariffs $AAPL [URL],2018-09-17T19:09:21Z
438552,2,438552,$AMD $AAPL  Market is going to tank in the coming days.Kudlow warned you guys,2018-09-17T18:41:29Z
438599,1,438599,$AAPL bears trying so hard to keep this down. Running out of short money and AAPL pushing up. $222 by eod. Will you be in/out of the money,2018-09-17T18:19:21Z
438615,2,438615,$AAPL Add before we see 225,2018-09-17T18:14:42Z
438755,1,438755,"$AAPL  For Apple, U.S.-China Trade Fight Grows Riskier [URL]",2018-09-17T17:24:19Z
438804,2,438804,$spy $dia $qqq delusional trump thinks USA have an edge over China. shakingmyhead Is it too early to say say good bye? AAA $amzn $aapl $AMD,2018-09-17T16:45:32Z
438818,1,438818,Dow Outperforms $AAPL $MCD $MMM $CAT $USDX  [URL],2018-09-17T16:33:14Z
438822,2,438822,$QTT $AAPL We call out some plays here on ST but most in our Chatroom!  Another 2 great shorts executed!  also watch $CAT for a long swing!,2018-09-17T16:31:20Z
438870,1,438870,"$AAPL rebounding as soon as that dumb orange fuck shuts his mouth, he’s making millions off the volatility he invokes",2018-09-17T16:04:33Z
438972,1,438972,$AAPL ios 12 is fast then ios 11,2018-09-17T15:06:42Z
438999,2,438999,"$AAPL little bear, we flush you down easily!",2018-09-17T14:57:20Z
439029,2,439029,$AAPL Ignore the China noise.  China will blink and the deal WILL will be done.  Mr. T will not let market go down before election!,2018-09-17T14:37:28Z
439078,1,439078,$AAPL It looks like a two way flag pattern. The bad thing is volume is increasing. Shorts will attack.,2018-09-17T14:13:52Z
439161,2,439161,$AAPL buy buy buy!,2018-09-17T13:52:10Z
439175,1,439175,"$AAPL buying opportunity here guys. Don’t sell, buy more. This will go up again.",2018-09-17T13:44:49Z
439261,2,439261,$AAPL If for some reason this goes under 210$ ill be backing up the truck.,2018-09-17T13:03:40Z
439276,2,439276,"$AAPL bear trying to fear us again, before market open! Good try!",2018-09-17T12:53:13Z
439295,2,439295,$AAPL make it stoppppppppp,2018-09-17T12:12:26Z
439420,2,439420,$AAPL,2018-09-17T00:27:14Z
439429,2,439429,9/17 WL $TSLA $TWTR $AAPL $CRON $SSC $GIII $TRXC $SNAP $XLV $XLE $NKE $JWN $GERN $MSFT $FRED $TLRY $ARQL $TRXC $CHK $DLTH $GERN $JWN,2018-09-16T23:22:19Z
439483,2,439483,$AAPL lol you’ll be waiting forever,2018-09-16T17:38:55Z
439489,1,439489,$AAPL PREDICTION FOR MONDAY 9/17 12PM.    221.10,2018-09-16T17:18:47Z
439495,2,439495,$AAPL the shorts love apple,2018-09-16T16:55:16Z
439603,2,439603,$SPY Its was pretty clear to everyone on WS the Friday&39;s Chinese noise was a distraction. Thats why we reversed. Chicken Little $BABA $AAPL,2018-09-15T20:03:45Z
439606,2,439606,$AAPL $AMZN $AMD $NFLX Nio the Tesla of China. *sorry that was a type :brain:  :backhand_index_pointing_down: [URL],2018-09-15T19:39:51Z
439649,2,439649,$AAPL can a new leader Make Apple Great Again ?,2018-09-15T13:46:42Z
439669,2,439669,"$AAPL buy more, be greedy when people are fearful!",2018-09-15T11:22:45Z
439787,2,439787,$AAPL are we playing “no new innovation” on new devices again? Please do :),2018-09-14T19:48:37Z
439788,2,439788,"$FB $AAPL $AMZN $NFLX $GOOGL If it wasn&39;t for FAANG, this market would.dooooohhhhhhh $SPX $SPY $QQQ",2018-09-14T19:47:08Z
439816,1,439816,$AAPL this slow build followed by free falling drop is getting played out. lol this isnt a penny stock wth.,2018-09-14T19:25:16Z
439830,1,439830,$AAPL 33% gain in 5 months time to sell. Won’t see growth like that no time soon with its trillion dollar market cap.,2018-09-14T19:07:18Z
439842,2,439842,$AAPL flying soon!,2018-09-14T18:50:00Z
439862,1,439862,$QQQ $AAPL STARTING TO SELL,2018-09-14T18:20:17Z
439879,2,439879,$UA Jobs at $AAPL or Dorsey at $TWTR  disagree with you. founders are better,2018-09-14T17:59:08Z
439881,1,439881,$AAPL just contributed $1800 CAD to a iphoneXS max. Let&39;s roll!,2018-09-14T17:57:50Z
439896,1,439896,$AAPL I am speech less on this news!  :flushed_face:  Buy rating 225$ with target of 200$  :nerd_face:  pure science!,2018-09-14T17:49:30Z
439912,0,439912,$AAPL next round of tariffs impact Watch and AirPod reducing their profitability by 10-20%—&gt;under 1% -ve impact on Apple&39;s total FY19 profit,2018-09-14T17:28:52Z
440007,2,440007,$AAPL looking forward to the run later,2018-09-14T16:27:54Z
440019,2,440019,$AAPL on my way to buy the xs max,2018-09-14T16:22:44Z
440028,2,440028,$AAPL your regular reminder that when Apple import phones from China after assembly cost is $240. 25% tariff on that=$60.Not a game changer.,2018-09-14T16:20:47Z
440085,1,440085,"$AAPL BLOCK TRADE [12:3:25] @ $223.95 for 550,000 shares.  $DJIA $QQQ $SPY $XLK",2018-09-14T16:03:26Z
440140,2,440140,$AAPL really well positioned- if market goes up- Apple will certainly lead the way,2018-09-14T15:24:51Z
440177,1,440177,$SPX Showing bearish tendencies due to $AAPL $GOOGL $AMZN $FB $XLK weakness Legislation Not in place yet. Micros shld blossom! :hibiscus:  :cherry_blossom: Positively,2018-09-14T14:58:52Z
440273,1,440273,"Apple $AAPL PT Raised to &39;Street High&39; $300 at Monness, Crespi, Hardt",2018-09-14T13:49:27Z
440287,2,440287,$SPY &quot;Its a Bull Mrkt&quot;- Turkey $AAPL $AMZN $BABA $NKE,2018-09-14T13:47:04Z
440351,2,440351,$AAPL Who do you know would refuse a free iPhone X if you gave it to them as a gift? Just about NO one! Everyone appreciates a nice IPHONE!,2018-09-14T13:23:13Z
440376,2,440376,"$AAPL I think the watch had more hype than the iPhone, but I ordered both",2018-09-14T13:06:44Z
440390,2,440390,$AAPL once this china trade talk bs is over this will moon.,2018-09-14T12:57:37Z
440410,0,440410,@calvingrinder not accurate: GS (Sep 7th) &amp; Loop (Sep 10th) upgraded their PT before this week&39;s event $AAPL plus missing Baird &amp; Guggenheim,2018-09-14T11:32:42Z
440458,2,440458,$AAPL Independent Research GmbH is a German outfit only on Aug 24th had they raised PT from $226 to $250. Today they move to $270.,2018-09-14T09:19:48Z
440479,1,440479,$SPY $NFLX $AAPL Market is on pills.  :bear:  are worried  :worried_face: ,2018-09-14T08:21:41Z
440503,2,440503,Friday’s  :eyes: 1 $AMZN $AAPL $AMD $BA $BABA $CMG $CRM $ADBE $FB $GOOGL $BTC.X $ETH.X $LTC.X $INTC $ABBV $IQ $IAC $MSFT $MU $NFLX $NIO $MTCH $MA,2018-09-14T04:43:50Z
440517,1,440517,"$GOOG at flat cloud equilibrium magnet level , caution below cloud   for fast butter dipping. $SPY $AAPL",2018-09-14T03:34:20Z
440571,2,440571,"$jnj $aapl I would add $nke and $goog, maybe $mtch, but not quite at birth. though they may be creating some births",2018-09-14T01:01:20Z
440615,2,440615,"@rascal2668 I hear ya, but seems silly to give a downgrade because of that. $AAPL can grab more market share in that price point.",2018-09-13T23:27:52Z
440633,2,440633,$AAPL An unintended result from Trump tariffs twits will be that many more ppl will upgrade/buy now the new watch &amp; iPhone just in case.,2018-09-13T22:56:22Z
440696,2,440696,"$AMZN $AAPL $QQQ This desperate end of day rally must have cost a lot, and will cost more when cut",2018-09-13T19:54:34Z
440708,2,440708,"$AAPL All i see is one bear, consistently commenting. Tell tale sign",2018-09-13T19:44:11Z
440709,2,440709,"$AAPL Why not wait a year for it to come down 500$ ? Oh yeah, because all the sheep have to compete with each other .",2018-09-13T19:40:49Z
440761,2,440761,"$AMD Nothing is really following the Dow at all, Al stocks basically said.$AAPL $AMZN $TSLA",2018-09-13T19:04:13Z
440808,1,440808,"$AAPL FANG is flat, might even go red. Tech rally could reverse.",2018-09-13T18:08:12Z
440833,2,440833,$AAPL informal poll done at work. Everyone excited about the watch. Also more than expected ready to upgrade to 6.5in.  :money_bag:  :watch:  :mobile_phone: ,2018-09-13T17:52:30Z
440892,2,440892,"$AAPL ask yourself, when the volume comes, will it be buying or selling?",2018-09-13T17:10:57Z
441104,2,441104,"$AAPL kickback, relax and enjoy profits! $",2018-09-13T15:51:01Z
441217,2,441217,$AAPL Letting calls ride.,2018-09-13T15:14:09Z
441232,2,441232,"$AAPL I like the peeps buying puts why get in front of a freight train, and it&39;s still relatively cheap on p/e basis",2018-09-13T15:10:24Z
441238,2,441238,What did $AAPL say about $NKE ? Why Tim was wearing Nike? coincidence?,2018-09-13T14:51:49Z
441330,2,441330,$AAPL here comes $225.,2018-09-13T14:12:29Z
441335,2,441335,$AAPL 225 squeeze will be nice,2018-09-13T14:11:50Z
441387,1,441387,"$AAPL Sitting on 9/21 $230, Jan 19 $250, and Jan 220 $320 calls",2018-09-13T13:48:08Z
441397,1,441397,$AAPL Maxim Group raises PT to $221 [URL],2018-09-13T13:43:21Z
441413,2,441413,$AAPL so when will it go over $300? Maybe by 1 Jan 2019?,2018-09-13T13:38:00Z
441435,2,441435,"$AAPL never says much, but needs to expand before AMZN &amp; GOOGL prevent it from doing so",2018-09-13T13:25:09Z
441477,2,441477,$AAPL iphones suited to different customer segments,2018-09-13T13:04:49Z
441485,2,441485,$AAPL Trade war is a smoke screen. People love the newest technology and will finance in a booming economy.,2018-09-13T12:59:46Z
441491,2,441491,"$AAPL on the way to work sirius xm was talking about apple crap, it was the top two trending twitter mentions yesterday. WTG apple marketing",2018-09-13T12:55:41Z
441566,2,441566,$AAPL where are the bears from yesterday?,2018-09-13T11:17:14Z
441594,2,441594,$AAPL Pre-order continue opening tomorrow because no enough buyer,2018-09-13T04:40:34Z
441702,2,441702,$AAPL can’t find it but Morgan Stanley reiterates buy,2018-09-13T00:47:34Z
